,0,1,2,3,4,5,6,7,8,9
15,-0.042937607,0.015014546,0.043237235,0.02066665,0.005992439,0.0034312306,0.019254385,0.011032982,0.020722987,-0.040317934
16,-0.025858257,0.034205943,0.019702457,-0.04811749,0.0057166144,-0.031599917,0.0072144554,0.039739832,-0.0017259403,0.04803374
17,-0.028342938,0.028583746,0.015855853,0.03341071,-0.0355134,-0.0379608,-0.009851613,-0.04198879,-0.030125938,0.014802868
18,-0.012651581,0.038089026,-0.028214473,-0.013116494,-0.03086076,0.022375735,-0.02665396,-0.025089305,0.03151515,-0.038316205
19,-0.017385025,-0.018084504,0.03633466,-0.018283643,0.00041453054,-0.04740411,0.034370374,-0.0027973563,-0.015279385,-0.018763429
20,0.039215207,-0.031505637,0.034481857,-0.03167547,0.006807735,0.044747964,0.032277014,-0.0138898,-0.032004423,0.024355445
21,-0.004668812,0.025098264,-0.04562508,-0.03856472,-0.024757978,0.012779287,-0.0058593913,0.011467522,0.013573703,-0.028402759
22,0.04000455,-0.024049297,-0.004326935,-0.01660917,0.030135006,0.0024074118,-0.024113566,0.048503224,0.048913456,0.026149312
23,-0.015629558,0.0098529,-0.010972087,-0.017443247,-0.004791812,0.02058933,0.030190246,0.01280997,-0.026172508,-0.0032892711
24,-0.0015686739,0.010202771,-0.0151587995,0.025103958,-0.00958578,-0.03026123,0.008417951,-0.0019134311,0.015090438,0.027740404
25,-0.037299287,0.042003468,-0.008165247,0.044705886,-0.0010826413,0.03980434,-0.028943647,0.011143437,0.04907848,-0.014647324
26,-0.013431343,0.04344157,-0.014235733,0.013434007,0.042591643,0.037687045,0.0156792,-0.048328117,0.029566284,-0.043988403
27,0.020677812,0.016928954,0.033760123,0.008010076,0.028509704,0.007823154,0.0123489965,0.03412814,-0.045692455,0.029684262
28,0.010217235,0.037832774,-0.013181762,-0.04335635,-0.006010462,0.010045574,0.029502423,0.021415642,0.049260482,-0.011078241
29,-0.049302053,0.017793978,-0.013129171,-0.030516274,0.041160617,0.016643923,-0.019215157,-0.006384447,0.04646214,0.02239739
30,0.0030251627,0.01137735,0.039131433,0.028230475,-0.017173162,0.024138171,-0.048164938,0.020593418,-0.0059166644,-0.013487503
31,0.029336918,0.03921405,-0.012781383,-0.040396765,-0.0020201157,0.003664976,0.009680425,0.029296981,-0.043458223,-0.03275035
32,0.036050152,0.024196364,0.035511598,-0.020719793,0.0121266525,-0.021378204,-0.043056943,0.035635334,0.00014222336,0.038412597
33,-0.020912958,0.010181583,-0.04270328,0.008532437,-0.01302888,0.022936886,-0.026581163,-0.041711736,0.023442987,-0.02557112
34,0.01875061,0.028941162,0.045871712,-0.017217688,0.0065906174,-0.026497249,-0.0341656,-0.04418015,-0.026379008,-0.044806674
35,0.04165554,-0.010885052,-0.029306436,-0.045587644,0.0033922906,-0.011054243,0.0146093415,0.031846188,-0.040912744,-0.021236297
36,0.0010051173,-0.03934259,-0.046111275,0.0070844768,-0.0048510614,-0.031125814,-0.032434706,-0.006258073,-0.024364464,0.008395778
37,0.01875061,0.028941162,0.045871712,-0.017217688,0.0065906174,-0.026497249,-0.0341656,-0.04418015,-0.026379008,-0.044806674
38,0.030458834,0.017340196,-0.038621735,0.00841664,-0.034321304,-0.02525874,0.027753482,-0.029121712,0.026788859,-0.0012706283
39,0.01875061,0.028941162,0.045871712,-0.017217688,0.0065906174,-0.026497249,-0.0341656,-0.04418015,-0.026379008,-0.044806674
40,0.044706594,-0.030481247,-0.0028508406,0.031658094,0.025542151,0.029109301,0.04786365,0.020268101,-0.0025141293,-0.046063736
41,0.017016301,-0.02927737,0.024063995,0.048100926,-0.0345397,-0.039474882,-0.04346747,-0.049882367,0.013800618,0.012417959
42,0.018619241,-0.025436651,0.001255719,-0.049080312,-0.038073864,-0.02637291,-0.04003484,-0.02760458,0.02609588,0.0041795317
43,-0.023102416,0.049607035,-0.021628713,0.01418435,-0.03126296,0.043550417,-0.040975187,-0.0315384,0.012483284,0.01979235
44,0.03377208,-0.045800433,-0.03160545,-0.035760768,0.038919512,-0.0035752472,0.038067743,-0.0151117295,-0.031383283,-0.02098626
45,-0.02760872,0.047721826,-0.037634272,-0.036591526,0.030956063,-0.011170541,-0.043138094,0.0173107,0.011595067,-0.037848383
46,0.0033213927,0.018999385,-0.010619358,0.004900291,-0.013027974,-0.03828852,0.042339996,0.049948588,0.019933263,0.037001606
47,0.040841144,-0.0009368894,-0.0074007516,-0.011659355,-0.038553935,-0.0067913895,0.03732959,0.0052662734,0.049260776,0.03009293
48,0.031075954,0.013030439,-0.012614631,0.01583521,0.037372276,0.04109063,0.030811151,-0.024751298,0.011513508,-0.013427407
49,0.009417932,0.027982702,-0.025507163,-0.025546806,0.023467757,-0.03580343,-0.007295553,-0.045543164,0.032462638,-0.04110126
50,0.039772402,-0.00432733,-0.0032215472,-0.020139346,-0.033664457,0.037944123,-0.012036469,0.034704413,0.00747063,0.046569988
51,-0.0069349175,-0.010524502,0.03850703,0.034101322,-0.046327762,0.018747702,-0.0035395487,-0.029548945,-0.030080097,-0.028925855
52,0.03503919,0.0046106107,0.032412235,-0.048417788,0.012341962,-0.013953541,-0.011635944,0.011085972,0.04904934,0.028288774
53,-0.00858239,0.047986757,0.03303836,-0.019009663,-0.034295402,0.027184423,0.045062765,-0.014532687,-0.008277294,0.047576144
54,0.028561108,0.048266705,0.027273446,0.043808077,0.034678042,-0.017029764,0.0023957207,-0.020424936,-0.045847904,0.044066858
55,0.030446697,-0.026973713,-0.008670283,0.023536965,-0.017502071,0.045405276,-0.04403847,-0.044341523,0.03203462,0.047233835
56,-0.011314829,-0.04503824,-0.012432326,-0.032110672,0.024023611,-0.042394426,-0.010396019,-0.0407922,0.04411306,0.010526675
57,-0.00803931,-0.045480944,0.03702535,-0.011520176,-0.016696412,-0.044643775,-0.032507233,0.04272824,0.03929678,-0.032878216
58,-0.019401329,0.025060674,-0.008467031,-0.04248473,0.014082809,-0.036517315,-0.002222633,-0.0016937775,0.035002127,0.043371826
59,-0.04640356,0.03849082,0.045466606,-0.025471123,-0.023227545,0.028771922,0.046683963,-0.03720818,0.048540983,-0.022212863
60,-0.04702519,0.0065431157,-0.0024091322,-0.013162927,0.005114658,0.038115922,0.036623627,-0.042864427,0.049694926,0.044335112
61,-0.030833846,0.00040193376,-0.010562717,0.01808653,0.04655249,0.003956931,0.0091412915,0.044620536,-0.046344467,0.047297247
62,0.0006390388,0.035732504,-0.025861995,0.0348423,0.047641527,0.036500484,-0.022583097,0.0018925045,-0.03580434,-0.021473622
63,0.035282552,-0.014585537,0.015124088,0.034305215,0.036553912,0.02278092,-0.024760954,-0.034249857,0.007799296,0.02717483
64,-0.03170569,0.032635216,0.015319971,0.04462032,0.0007046264,0.018067364,-0.020654945,0.0257733,0.044619676,-0.028126609
65,0.0030251627,0.01137735,0.039131433,0.028230475,-0.017173162,0.024138171,-0.048164938,0.020593418,-0.0059166644,-0.013487503
66,-0.0152144665,-0.007883572,-0.014393968,0.010693655,0.03907538,-0.0054715555,0.004324265,0.035729393,0.024919413,0.037616163
67,0.0264522,-0.04856567,0.03359697,0.02865881,0.011281324,-0.012816636,-0.04788722,-0.023119152,0.03190696,-0.04535776
68,-0.022111999,-0.019131063,-0.043996643,0.03954572,-0.03217546,0.04228958,0.0009705855,0.039336435,-0.03514046,-0.017795574
69,0.018859154,-0.020511048,0.0013067597,0.029944388,-0.008289848,-0.037072554,0.004320923,0.013331724,-0.03244497,-0.0459865
70,-0.011595073,-0.0064592343,0.02987126,-0.016456915,0.02135973,0.042660628,0.016772892,-0.040445667,0.037779193,0.012570766
71,-0.0152144665,-0.007883572,-0.014393968,0.010693655,0.03907538,-0.0054715555,0.004324265,0.035729393,0.024919413,0.037616163
72,-0.041750133,-0.015517521,0.0070893248,-0.007401122,-0.021299679,0.024309373,0.04120518,-0.016900761,0.010010936,0.02113462
73,-0.025911864,0.047085006,0.0070466683,-0.008670609,-0.048203483,0.012660381,-0.009098409,0.014602182,-0.0009387366,0.04669686
74,-0.037863288,-0.02608985,0.022434127,-0.01161442,0.03668416,0.031285953,-0.02578478,0.039092008,-0.0013124312,-0.033565488
75,0.045048375,-0.04928611,-0.03344459,0.009467196,-0.021894913,0.039803885,0.047716465,0.03392814,-0.0074583082,-0.014102092
76,-0.037863288,-0.02608985,0.022434127,-0.01161442,0.03668416,0.031285953,-0.02578478,0.039092008,-0.0013124312,-0.033565488
77,-0.03167627,0.031763785,0.00016144369,-0.0246073,-0.013497166,0.013487297,0.01038183,0.012541122,0.019073857,0.016804397
78,-0.037863288,-0.02608985,0.022434127,-0.01161442,0.03668416,0.031285953,-0.02578478,0.039092008,-0.0013124312,-0.033565488
79,0.0264522,-0.04856567,0.03359697,0.02865881,0.011281324,-0.012816636,-0.04788722,-0.023119152,0.03190696,-0.04535776
80,0.040128697,-0.017594516,-0.019106045,0.020389672,-0.020863771,0.015277263,-0.017606001,-0.042510603,0.026779052,0.039710466
81,-0.0010315684,-0.014690799,0.014545689,-0.010388643,-0.009199904,-0.024943737,0.008565424,-0.008061734,0.019590842,-0.0020704414
82,-0.04716647,0.0067615025,0.0045892578,0.014244598,0.011640514,0.021902513,0.0055819,0.010710088,0.022004386,0.008341307
83,-0.03346492,-0.046387266,-0.04917625,0.019506251,-0.033164386,-0.029919794,-0.006312355,-0.010790683,0.00016431678,0.0021740478
84,-0.004114814,0.013517317,-0.0207093,0.0013896099,0.01855144,-0.015653262,0.03821615,-0.032676708,-0.03078774,0.036236968
85,0.029696215,-0.027029403,0.040859837,0.037679106,-0.0056678276,0.0064859907,0.006597198,0.031091988,-0.02290427,-0.008023504
86,-0.008607282,-0.031818613,-0.036370624,-0.016026633,0.009862017,-0.011299623,0.022583447,0.022298804,-0.0047357115,-7.566011e-07
87,-0.03296438,0.04311977,0.0010668779,0.014825091,-0.002020731,0.0008627086,0.02236117,0.03315235,0.049505275,-0.01271037
88,-0.011493446,0.02083562,0.03391787,-0.02025107,0.022561654,0.033659566,0.018623404,-0.03912792,0.03742877,0.017607033
89,0.010267828,0.043925453,0.030527875,-0.021329908,-0.017929876,-0.0036073108,-0.030485548,0.008008333,0.013317183,0.025890099
90,-0.042937607,0.015014546,0.043237235,0.02066665,0.005992439,0.0034312306,0.019254385,0.011032982,0.020722987,-0.040317934
91,-0.025858257,0.034205943,0.019702457,-0.04811749,0.0057166144,-0.031599917,0.0072144554,0.039739832,-0.0017259403,0.04803374
92,-0.028342938,0.028583746,0.015855853,0.03341071,-0.0355134,-0.0379608,-0.009851613,-0.04198879,-0.030125938,0.014802868
93,-0.012651581,0.038089026,-0.028214473,-0.013116494,-0.03086076,0.022375735,-0.02665396,-0.025089305,0.03151515,-0.038316205
94,-0.017385025,-0.018084504,0.03633466,-0.018283643,0.00041453054,-0.04740411,0.034370374,-0.0027973563,-0.015279385,-0.018763429
95,0.039215207,-0.031505637,0.034481857,-0.03167547,0.006807735,0.044747964,0.032277014,-0.0138898,-0.032004423,0.024355445
96,-0.004668812,0.025098264,-0.04562508,-0.03856472,-0.024757978,0.012779287,-0.0058593913,0.011467522,0.013573703,-0.028402759
97,0.04000455,-0.024049297,-0.004326935,-0.01660917,0.030135006,0.0024074118,-0.024113566,0.048503224,0.048913456,0.026149312
98,-0.015629558,0.0098529,-0.010972087,-0.017443247,-0.004791812,0.02058933,0.030190246,0.01280997,-0.026172508,-0.0032892711
99,-0.0015686739,0.010202771,-0.0151587995,0.025103958,-0.00958578,-0.03026123,0.008417951,-0.0019134311,0.015090438,0.027740404
100,-0.037299287,0.042003468,-0.008165247,0.044705886,-0.0010826413,0.03980434,-0.028943647,0.011143437,0.04907848,-0.014647324
101,-0.013431343,0.04344157,-0.014235733,0.013434007,0.042591643,0.037687045,0.0156792,-0.048328117,0.029566284,-0.043988403
102,0.020677812,0.016928954,0.033760123,0.008010076,0.028509704,0.007823154,0.0123489965,0.03412814,-0.045692455,0.029684262
103,0.010217235,0.037832774,-0.013181762,-0.04335635,-0.006010462,0.010045574,0.029502423,0.021415642,0.049260482,-0.011078241
104,-0.049302053,0.017793978,-0.013129171,-0.030516274,0.041160617,0.016643923,-0.019215157,-0.006384447,0.04646214,0.02239739
105,0.0030251627,0.01137735,0.039131433,0.028230475,-0.017173162,0.024138171,-0.048164938,0.020593418,-0.0059166644,-0.013487503
106,0.020141073,-0.044474,0.035524204,-0.037659805,-0.04212978,-0.021176515,-0.023688247,0.016771926,0.039331786,0.014040868
107,-0.034182947,0.0025782133,-0.014312313,0.0031439248,-0.002660892,0.041789155,-0.02548957,0.024482759,-0.0017312489,0.014707861
108,0.02838603,-0.01643023,0.009961601,0.04052756,-0.03587505,-0.002316933,0.018168556,0.014852089,-0.0025343457,-0.0118514905
109,-0.027131382,0.022022184,0.006157264,0.03592013,0.0075571663,0.03622646,-0.0441713,0.0013307303,-0.039456915,0.010284484
110,0.034767363,0.01849304,-0.032283515,-0.0464955,0.014995265,-0.011407948,0.04375964,0.03582665,0.014517011,0.04154317
111,-0.048822407,-0.016185816,0.0027914129,-0.03913217,-0.022382261,0.005087586,-0.034263812,0.0027986458,0.014101779,-0.04169252
112,-0.011080533,-0.035804052,-0.013248674,-0.022173066,-0.0438722,-0.009404524,-0.04625259,0.046608865,-0.01842425,0.021854937
113,-0.039667323,0.036730766,0.023202367,-0.032525066,0.048770074,0.0021449707,-0.008932293,-0.031773657,-0.029128613,-0.014487104
114,0.011543244,-0.021773553,-0.023008695,0.016298905,-0.03637844,-0.01869659,-0.00850556,-0.0014252644,-0.026625207,0.011429476
115,0.007476845,0.018303758,0.010704717,0.03575246,-0.0035390328,-0.013726505,0.046016563,-0.037942596,-0.015790204,-0.04284707
116,0.017540812,0.042567153,0.010401757,-0.03681991,0.039050616,-0.016861483,0.0032083783,0.03925986,0.0042299484,-0.047221005
117,0.0011734974,-0.046093013,-0.02569221,-0.0014140377,0.014539816,0.039799955,0.015042097,-0.025613114,-0.034740098,0.0077350326
118,0.021969805,0.04822834,0.02535763,0.009079726,-0.047371443,0.008237154,-0.0403468,0.012155483,-0.015351363,-7.19147e-05
119,-0.03187132,-0.018561425,0.015530504,-0.04973265,-0.04449258,-0.0080429455,-0.010184972,-0.030252196,0.012187305,0.01660419
120,0.02011253,0.017224133,-0.044128086,0.021240497,0.042340234,0.017123593,-0.03345746,0.048595026,0.047144182,0.0042801118
121,-0.042412203,-0.030533308,0.040180188,0.04018824,-0.009630645,0.012691568,-0.04906477,-0.009347707,-0.044162747,0.026988728
122,-0.012018757,0.042649943,0.012953349,-0.024731886,-0.01600441,0.031014817,-0.019633954,-0.01686156,0.010313142,0.029451886
123,-0.00013911181,0.008341756,0.014682486,-0.031085163,0.0023840035,0.038937546,-0.0067104665,0.04893059,0.038873628,-0.042856056
124,0.03904254,7.3760284e-06,-0.018403796,-0.025991859,-0.015263448,-0.0017439503,0.031791605,-0.038245667,-0.023096861,-0.019368878
125,0.026859017,-0.018134354,0.02715949,0.048010282,0.023492215,-0.011771756,-0.005823352,-0.03435644,0.045419503,0.0058090547
126,-0.030579036,0.023309441,0.04408591,0.03831682,0.028794054,0.036582272,-0.004790709,-0.038939275,0.0003100406,0.032850053
127,0.0016999964,0.041580573,-0.03220717,0.04062055,0.031228524,0.04853095,-0.038145654,-0.022834739,0.032026775,-0.03767639
128,-0.009460083,0.037004735,0.049619563,0.049849615,0.049099408,0.021494474,-0.003911716,0.016658306,0.049379952,0.00866402
129,-0.005651397,-0.045087155,-0.0040769745,0.023793012,-0.028945684,-0.009676853,0.035476148,-0.036708687,-0.042529073,0.012201753
130,0.041967366,0.025711108,-0.04867424,0.047945905,0.0026840628,-0.048077516,0.0019877132,-0.03170525,-0.020596934,-0.0053723035
131,-0.0054221745,-0.0053154826,-0.03606922,-0.027643211,-0.03006069,-0.014836825,-0.015898108,0.017596658,-0.048727747,0.046322927
132,-0.03319336,-0.01807265,0.009960006,-0.038270805,-0.011954357,-0.04984704,-0.017462078,-0.025185082,0.011299807,0.040603545
133,-0.0028928549,0.02233455,-0.0017571852,-0.038534354,0.017152201,-0.030928262,0.0009035985,0.0019689659,0.039821193,0.025356092
134,0.047891043,0.027073896,-0.0085035395,-0.020135228,-0.035109255,0.027698945,0.048337623,0.020794269,0.018975094,0.027007028
135,0.011049944,-0.039599586,-0.018654404,-0.031470668,0.049971152,-0.015595525,0.04004609,-0.024947805,-0.032545857,-0.0034662064
136,-0.044993028,-0.023706632,0.008664681,-0.03063002,-0.007158765,0.035544008,-0.006232028,-0.018347796,-0.01476219,-0.032773554
137,-0.015326162,-0.025683735,-0.01595736,-0.022029497,-0.013966316,0.0147852665,0.04890979,-0.033382304,0.007261438,-0.03901791
138,-0.016245129,-0.01982021,0.012345752,-0.044948988,0.046865717,-0.009109328,-0.033503197,-0.022701018,0.035893258,0.041899737
139,0.045829087,-0.020453962,-0.035588324,0.0009339562,-0.032796107,-0.026006166,-0.017174562,0.008438092,-0.032865874,-0.019213878
140,-0.018223701,-0.02478808,-0.04064757,-0.010583633,0.0173006,-0.009961068,0.028691772,0.0077028475,-0.021282032,-0.037594914
141,0.0012261713,-0.025803177,0.01714923,0.013217671,0.03943327,0.036026277,0.04796427,-0.035442177,0.04903922,0.014960685
142,0.030899867,-0.013008451,-0.04519261,-0.043310914,0.012108588,0.04760259,0.049324878,-0.036762763,0.017847905,-0.011636979
143,0.043667477,0.008762234,-0.002696916,0.00014797636,-0.022842057,-0.01744156,0.0009001561,0.020950545,-0.04562384,-0.0009819726
144,0.044171497,0.03216491,-0.02327742,-0.028960736,0.04225722,0.004843335,0.018358126,-0.030145094,-0.033734437,-0.013555172
145,0.04915434,0.037150968,-0.0394714,0.016678127,-0.017841743,-0.028157005,0.031008443,0.02904967,0.017564716,0.028131709
146,-0.04061528,-0.045051824,0.012451316,-0.045058742,0.04338922,-0.03922634,-0.02530245,-0.0107159875,-0.03309976,-0.003012203
147,0.0030251627,0.01137735,0.039131433,0.028230475,-0.017173162,0.024138171,-0.048164938,0.020593418,-0.0059166644,-0.013487503
148,0.039570794,0.033769824,0.022591759,0.024101574,0.0027205632,-0.0010565403,-0.0175111,-0.040916473,-0.0449808,-0.04934527
149,-0.014838659,-0.020290298,0.03268802,-0.018086197,0.008063483,0.0019322793,0.007652123,0.0047749467,-0.019567396,0.03841824
150,0.04340342,-0.021477213,-0.026869897,0.017046615,0.014392455,-0.012273112,0.0024872764,-0.015265595,-0.008900326,-0.018184783
151,-0.003961951,0.0027913745,-0.0059082317,-0.026941806,0.008968398,0.013182379,0.01514436,0.029341873,0.02786392,-0.020424796
152,-0.041989144,0.047641434,0.032577723,-0.007417026,-0.0071294354,0.047684293,0.012520382,0.040939275,0.004111106,0.011816354
153,0.039570794,0.033769824,0.022591759,0.024101574,0.0027205632,-0.0010565403,-0.0175111,-0.040916473,-0.0449808,-0.04934527
154,-0.014838659,-0.020290298,0.03268802,-0.018086197,0.008063483,0.0019322793,0.007652123,0.0047749467,-0.019567396,0.03841824
155,0.04340342,-0.021477213,-0.026869897,0.017046615,0.014392455,-0.012273112,0.0024872764,-0.015265595,-0.008900326,-0.018184783
156,0.01231077,0.0073786965,0.039949626,-0.009648785,0.016926326,-0.030419238,0.002308897,-0.039641395,-0.028196637,0.015521088
157,-0.048534267,-0.039074607,-0.026718147,-0.032380372,-0.034367234,-0.023331493,0.036605753,-0.0071091806,-0.0068044644,0.012070443
158,-0.012572579,0.049435508,-0.009340125,0.0028596153,0.032525007,-0.010452847,-0.04582771,0.018113106,0.04583858,0.03918701
159,0.042800404,-0.008067196,-0.047490455,0.0027039356,-0.040945575,0.04249596,-0.010943217,0.025646647,-0.03817851,0.0069977148
160,-0.0018762593,0.044120576,-0.049990535,0.01295174,-0.020593826,0.048774783,-0.042010274,0.034161348,0.017273985,-0.026109649
161,-0.036063083,-0.022425273,-0.023644852,-0.013428087,-0.040932134,-0.019105952,0.025413932,0.009313967,0.0036328302,0.00613003
162,0.047279436,0.043552082,-0.0030657551,-0.020427601,-0.029004835,-0.013165195,0.016326193,0.02829043,-0.013378364,9.730119e-05
163,-0.030852275,-0.035828937,0.045578163,-0.04756542,-0.010374618,-0.013753371,-0.02225258,0.04360225,0.03658792,0.021391071
164,0.0044998038,0.0025235498,0.0094739925,0.033978082,-0.010093114,-0.038880184,-0.034292467,-0.01869304,0.024411423,0.00955596
165,0.04456582,0.044142693,-0.025219597,-0.014807322,-0.0071445885,-0.032037675,0.04806934,0.020967696,0.0063951537,-0.005997315
166,0.012259702,-0.016198954,-0.0029267452,0.037802063,0.04758501,-0.007935904,-0.014417273,-0.02706573,-0.015095942,-0.020387908
167,-0.027210988,0.028746653,0.04414582,-0.02243556,0.038914643,0.014749756,0.012183829,0.015557885,-0.034003124,0.023961842
168,-0.0381686,-0.014414173,-0.04101242,-0.005807336,-0.0014332201,-0.012625607,0.0016651825,-0.002025491,0.01415062,0.033591732
169,0.045384225,-0.0087150615,0.03357494,0.022034189,-0.04235907,-0.024738442,0.013566528,0.026881728,0.020337457,-0.02308892
170,0.04464398,0.015626555,0.0073081306,0.04813469,-0.005576581,0.045957938,0.04618774,-0.00059224345,-0.023898385,-0.009588795
171,0.03985182,0.04751761,0.03386741,0.032581784,-0.019194184,0.026995173,-0.01776988,0.0065454743,-0.027866628,0.0036681157
172,-0.020061491,0.026374232,-0.02211562,0.025986006,-0.029546516,0.03013355,0.0071229255,0.0037645006,0.015774852,0.03613236
173,0.012987999,-0.03795575,0.045505714,-0.0056344136,0.010941952,-0.0307391,0.016057236,0.025431536,0.034446742,0.04565278
174,-9.846951e-06,0.0387007,0.03388754,0.00014178484,0.04420606,-0.012153569,-0.032689698,-0.019195609,-0.020738013,0.026378166
175,-0.030344069,-0.0008330148,-0.043700825,0.044277556,-0.03251335,0.035563145,-0.023543194,-0.026636252,0.01754438,0.019660186
176,-0.037025705,0.00909401,-0.017313244,0.024675073,0.008219814,-0.01947626,-0.0037154134,0.029546376,-0.01661507,0.003171131
177,0.025559103,-0.04995285,0.028032064,-0.010403001,-0.047952615,0.047612034,-0.04244563,-0.014554848,-0.008525157,0.0024272106
178,-0.020707365,-0.021740252,-0.041255333,-0.02803373,-0.00025250504,0.015189543,0.03412277,0.046098843,-0.02943958,-0.047076188
179,0.036721226,-0.0016106413,0.03489929,0.009516864,0.0271871,-0.028092436,-0.0018290719,-0.018943824,-0.019165372,0.010901361
180,0.025538838,-0.011357295,0.03978673,0.045683593,-0.042936534,0.0104110725,0.002548816,-0.009402686,0.009292498,-0.01006061
181,0.03999592,-0.040759034,0.036501855,-0.049111336,0.031444166,-0.025190914,0.027292287,-0.021311933,0.023301855,0.007865945
182,-0.029137984,0.01732619,0.009944072,0.01943995,0.028345834,-0.007443016,-0.010950752,-0.03430882,0.0062512304,-0.04188474
183,-0.03438673,-0.022410648,0.0286513,0.01852044,-0.034386948,0.038354777,-0.049449917,0.01369816,-0.045059696,-0.029702764
184,-0.0033798874,0.021753522,0.0029148192,-0.04137182,-0.0068549453,0.021078726,0.007615804,-0.019693807,-0.00981596,0.018471463
185,-0.020015208,-0.014349837,0.04039937,0.027894255,0.0321825,0.047293883,0.0068124635,-0.012461587,-0.014949955,-0.030328449
186,0.019632755,-0.04250116,-0.0010386405,0.0056983815,0.021663973,0.015825043,-0.042635646,0.03364223,0.044019286,0.0155642945
187,0.008155737,0.048839547,-0.036657758,0.008248858,-0.04903842,-0.03949817,0.023486197,-0.018060299,0.008392519,-0.046468683
188,0.03331594,0.040329177,0.02968429,-0.041325945,-0.031978097,0.00073453225,0.0063630766,-0.0025154692,0.04933143,-0.044357132
189,-0.005049825,0.008671124,0.0061268248,-0.030532887,0.03469977,0.011699661,-0.04402517,-0.019260053,-0.043919824,0.04957012
190,0.026153177,0.02618991,-0.035182077,-0.016334856,-0.01854923,-0.028132938,0.02602152,-0.0075579653,-0.015943006,-0.012091221
191,-0.04378706,0.011118269,-0.043631908,-0.014003143,-0.0010497768,-0.008657471,0.045437563,0.0069076032,-0.025125902,-0.0083743455
192,-0.0014681272,0.021339651,-0.03130891,0.0400574,0.03180542,-0.03958892,-0.029273307,-0.043686435,0.010824637,-0.00057386863
193,0.03232189,0.0045464057,0.04414314,-0.023946008,0.046365764,0.00046673068,-0.022420285,-0.008489145,-0.008316285,-0.0060274727
194,0.0056294035,0.021356184,-0.007615895,0.02499685,0.0014331079,-0.032688156,0.03662202,-0.04372844,-0.017777203,0.030976575
195,-0.042065583,-0.0021994566,0.026135469,0.006653891,0.012346681,-0.04337867,0.011639952,-0.048701644,-0.01896536,0.022775631
196,-0.02981719,0.043464117,-0.0057784803,-0.04557991,0.03970018,-0.04221473,-0.0007799387,0.03119453,-0.011863759,0.03900838
197,0.04933443,0.03927036,-0.031334545,0.022858653,-0.010884098,0.026583325,-0.017111136,0.04185793,0.00062329497,-0.0026096846
198,0.0030251627,0.01137735,0.039131433,0.028230475,-0.017173162,0.024138171,-0.048164938,0.020593418,-0.0059166644,-0.013487503
199,-0.022111999,-0.019131063,-0.043996643,0.03954572,-0.03217546,0.04228958,0.0009705855,0.039336435,-0.03514046,-0.017795574
200,0.018859154,-0.020511048,0.0013067597,0.029944388,-0.008289848,-0.037072554,0.004320923,0.013331724,-0.03244497,-0.0459865
201,-0.011595073,-0.0064592343,0.02987126,-0.016456915,0.02135973,0.042660628,0.016772892,-0.040445667,0.037779193,0.012570766
202,-0.0152144665,-0.007883572,-0.014393968,0.010693655,0.03907538,-0.0054715555,0.004324265,0.035729393,0.024919413,0.037616163
203,-0.041750133,-0.015517521,0.0070893248,-0.007401122,-0.021299679,0.024309373,0.04120518,-0.016900761,0.010010936,0.02113462
